Sigla,Código,Brasil,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BR,0,Brasil,21865144,22204675,24028652,30022404,32290462,33749666,36193868,34747116,37836434,39029631,38072673,41792775,33931503,35364528,38481416,37859193,39677393,41695747,42407352,46088931,52493135,55678534,62494156,64188949

