Sigla,Código,Brasil,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BR,0,Brasil,4129244,5492289,5902086,5333668,6419895,7283057,6202119,6300497,6057204,6872576,10634896,12570393,14812034,14063166,15452950,16019142,16181289,18667767,18841386,18367172,17514366,18122819,21172870,19061722,18308489,19751097,21865144,22204675,24028652,30022404,32290462,33749666,36193868,34747116,37836434,39029631,38072673,41792775,33931503,35364528,38481416,37859193,39677393,41695747,42407352,46088931,52493135,55678534,62494156,64188949
