Sigla,Código,Brasil,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
BR,0,Brasil,191235.448330427,179290.160265439,205953.340511606,269407.150088426,267114.750165971,243996.103549757,253066.57849675,231621.329560534,231959.899119873,240039.512975427,232877,229834.043168764,205596.057533634,209388.453122813,232378.888834592,246313.199960905,299400.116727215,314682.624086399,294926.532106766,278263.994179313,334416.942333647,397418.252929286,422375.012785034,370795.279607967,397857.627914209
