Sigla,Código,Brasil,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BR,0,Brasil,191235.448330000,179290.160265000,205953.340512000,269407.150088000,267114.750166000,243996.103550000,253066.57849700,231621.329561000,231959.899120000,240039.512975000,232877,229834.043169000,205596.057534000,209388.453123000,232378.888835000,246313.199961000,299400.116727000,314682.624086000,294926.532107000,278263.994179000,334416.942334000,397418.252929000,422375.012785000,371282.23581800

