Sigla,Código,Brasil,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BR,0,Brasil,51894.6644697076,86042.3014053995,96464.2786223861,67008.559634564,64622.6617754261,69099.9107493636,67484.412286921,76783.6586312623,84929.4015755237,163887.125147937,187775.649932796,182734.635151366,184534.094670851,185585.37019914,245757.24817903,413046.780793803,186767.056203753,186879.885610033,188324.751520926,257336.522450072,228573.935094806,189517.853382796,194550.195705697,174140.339895141,169435.992683645,194873.352721931,191235.448330427,179290.160265439,205953.340511606,269407.150088426,267114.750165971,243996.103549757,253066.57849675,231621.329560534,231959.899119873,240039.512975427,232877,229834.043168764,205596.057533634,209388.453122813,232378.888834592,246313.199960905,299400.116727215,314682.624086399,294926.532106766,278263.994179313,334416.942333647,397418.252929286,422375.012785034,371282.23581781
